date,Air_quality_Code, pm25, pm10, no2, so2
3/25/2019,8, , ,8, 
3/26/2019,8,48, ,6, 
3/27/2019,8,64, ,8, 
3/28/2019,8,69, ,6, 
3/29/2019,8,57, , , 
3/30/2019,8,102, ,4, 
3/31/2019,8,34, ,4, 
4/1/2019,8,46, , , 
4/11/2019,8, ,39,5,1
4/12/2019,8, ,49,10,1
4/13/2019,8, ,133,7, 
4/14/2019,8,62,51,8,1
4/15/2019,8,65,35,9, 
4/16/2019,8,58,31,6, 
4/17/2019,8,43,29,7, 
4/18/2019,8,47, , , 
4/20/2019,8, , , , 
4/21/2019,8,38, ,2, 
4/22/2019,8,34, ,6, 
4/23/2019,8,53, ,12,2
4/24/2019,8,68, ,10,3
4/25/2019,8,61, ,6,1
4/26/2019,8,64, ,17,2
4/27/2019,8,80, , , 
4/30/2019,8, , ,16,1
5/1/2019,8,110, ,13,1
5/2/2019,8,106, ,3, 
5/3/2019,8,58, ,3, 
5/4/2019,8,39, ,17,1
5/5/2019,8,84, ,15,1
5/6/2019,8,88, ,2, 
5/7/2019,8,75, ,7, 
5/8/2019,8,48, , , 
5/14/2019,8, , ,13, 
5/15/2019,8,49, ,17,1
5/16/2019,8,71, ,14,1
5/17/2019,8,72, ,3, 
5/18/2019,8,47, ,6, 
5/19/2019,8,47, ,8,1
5/20/2019,8,62, ,7, 
5/21/2019,8,75, , , 
5/23/2019,8, , ,1, 
5/24/2019,8, , ,4, 
5/25/2019,8, , ,8, 
5/26/2019,8,49, ,8,1
5/27/2019,8,54, ,5,1
5/28/2019,8,63, ,8, 
5/29/2019,8,69, ,11,1
5/30/2019,8,73, ,3, 
5/31/2019,8,57, ,2, 
6/1/2019,8,55, ,4, 
6/2/2019,8,57, ,5, 
6/3/2019,8,65, ,10,1
6/4/2019,8,69, ,13,2
6/5/2019,8,81, ,16, 
6/6/2019,8,72, , , 
6/27/2019,8, ,47,2, 
6/28/2019,8,77,40,1, 
6/29/2019,8,69,42,5, 
6/30/2019,8,62,42,5, 
7/1/2019,8, ,34,8, 
7/2/2019,8,30,36,4, 
7/3/2019,8,44,38,7, 
7/4/2019,8,51,38,5, 
7/5/2019,8,48, ,3, 
7/6/2019,8,70, ,4, 
7/7/2019,8,81, ,4, 
7/8/2019,8,73, ,4, 
7/9/2019,8,74, ,5, 
7/10/2019,8,71, ,5, 
7/11/2019,8,83, ,8, 
7/14/2019,8,51, ,3, 
7/15/2019,8,46, ,5, 
7/16/2019,8,51, ,6, 
7/17/2019,8,107, ,12,1
7/18/2019,8,86, ,3, 
