date,Air_quality_Code, pm25, pm10, no2, so2
12/27/2017,6,47,55,38, 
12/28/2017,6,83,58,29, 
12/29/2017,6,92,29,18, 
12/30/2017,6,69, , , 
12/31/2017,6, ,29,15, 
1/1/2018,6,46,11,16, 
1/2/2018,6,43,27,31, 
1/3/2018,6,63,71,19, 
1/4/2018,6,91,93,7, 
1/5/2018,6,93,12,12, 
1/6/2018,6,41,28,27, 
1/7/2018,6,74,37,31, 
1/8/2018,6,86,20,28, 
1/9/2018,6,51,22,30, 
1/10/2018,6,66,33,34, 
1/11/2018,6,67,74,21, 
1/12/2018,6,119,60,15, 
1/13/2018,6,100,46,13, 
1/14/2018,6,72,15,17, 
1/15/2018,6,42,16,22, 
1/16/2018,6,55,13,19, 
1/17/2018,6,39,63,11, 
1/18/2018,6,80,12,8, 
1/19/2018,6,31,21,16, 
1/20/2018,6,44,32,32, 
1/21/2018,6,59,92,18, 
1/22/2018,6,107,53,14, 
1/23/2018,6,77,19,19, 
1/24/2018,6,49,12,14, 
1/25/2018,6,38,24,6, 
1/26/2018,6,47,10,15, 
1/27/2018,6,45,20,35, 
1/28/2018,6,50,22,35, 
1/29/2018,6,63,25,33, 
1/30/2018,6,70,32,41, 
1/31/2018,6,79,37,41, 
2/1/2018,6,78,43,33, 
2/2/2018,6,76,44,30, 
2/3/2018,6,72,53,44, 
2/4/2018,6,86,44,46, 
2/5/2018,6,72,50,56, 
2/6/2018,6,77,65,48, 
2/7/2018,6,117,77,50, 
2/8/2018,6,137,55,24, 
2/9/2018,6,108,45,27, 
2/10/2018,6,88,66,29, 
2/11/2018,6,110,48,20, 
2/12/2018,6,73,9,16, 
2/13/2018,6,34,15,21, 
2/14/2018,6,45,207,31, 
2/15/2018,6,115,449,18, 
2/16/2018,6,224,32,7, 
2/17/2018,6,53,25,10, 
2/18/2018,6,62,28,21, 
2/19/2018,6,65,38,36, 
2/20/2018,6,71,33,31, 
2/21/2018,6,65,37,30, 
2/22/2018,6,72,31,20, 
2/23/2018,6,65,22,14, 
2/24/2018,6,57,31,20, 
2/25/2018,6,59,48,25, 
2/26/2018,6,82,37,24, 
2/27/2018,6,66,28,28, 
2/28/2018,6,54,42,36, 
3/1/2018,6,81,50,34, 
3/2/2018,6,83,51,24, 
3/3/2018,6,86,48,32, 
3/4/2018,6,76,63,29, 
3/5/2018,6,100,103,25, 
3/6/2018,6,131,39,35, 
3/7/2018,6,77,185,22, 
3/8/2018,6,134,40,8, 
3/9/2018,6,56,13,8, 
3/10/2018,6,38,21,22, 
3/11/2018,6,48,26,34, 
3/12/2018,6,61,25,34, 
